127.0.0.1 - - [11/Mar/2017:09:42:38 +0800] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:29:57 +0800] "GET /tlweb/AjaxJs/RegisterUser.jsp?user= HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:29:57 +0800] "GET /tlweb/AjaxJs/Login.jsp HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:30:22 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:30:22 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:30:25 +0800] "GET /tlweb/AjaxJs/RegisterUser.jsp?user= HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:30:38 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:30:38 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14515
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:30:57 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:30:57 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14138
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:31:34 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:31:34 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:31:34 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14067
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:31:35 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:31:35 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:31:35 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:31:35 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:31:35 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:31:42 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=13929009607&datetime=1489203102824 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:31:55 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489203115968 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:31:57 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%B5%99%E6%B1%9F%E7%9C%81&datetime=1489203117008 HTTP/1.1" 200 102
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:32:04 +0800] "GET /tlweb/AjaxJs/RegisterUser.jsp?user=13929009607&passw=325809674&company=325&hy=%E5%85%BB%E6%AE%96&contact=3&zw=%E4%BC%81%E4%B8%9A%E6%89%80%E6%9C%89%E4%BA%BA&country=%E4%B8%AD%E5%9B%BD&province=%E6%B5%99%E6%B1%9F%E7%9C%81&city=%E6%9D%AD%E5%B7%9E%E5%B8%82&address=325 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:33:16 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:33:16 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:33:16 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14110
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:33:16 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:33:20 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=13929009607&datetime=1489203199989 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:33:31 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E8%B6%8A%E5%8D%97&datetime=1489203211465 HTTP/1.1" 200 4
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:33:32 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489203212848 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:33:33 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E9%BB%91%E9%BE%99%E6%B1%9F%E7%9C%81&datetime=1489203213920 HTTP/1.1" 200 125
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:33:38 +0800] "GET /tlweb/AjaxJs/RegisterUser.jsp?user=13929009607&passw=325809674&company=3&hy=%E7%BE%8E%E5%AE%B9&contact=3&zw=%E7%BB%8F%E7%90%86&country=%E4%B8%AD%E5%9B%BD&province=%E9%BB%91%E9%BE%99%E6%B1%9F%E7%9C%81&city=%E5%93%88%E5%B0%94%E6%BB%A8%E5%B8%82&address=332 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:35:11 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:35:11 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:35:11 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14227
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:35:11 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:35:17 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=13929009607&datetime=1489203317705 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:35:33 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E8%B6%8A%E5%8D%97&datetime=1489203333025 HTTP/1.1" 200 4
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:35:34 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489203334360 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:35:35 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%B5%99%E6%B1%9F%E7%9C%81&datetime=1489203335360 HTTP/1.1" 200 102
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:35:40 +0800] "GET /tlweb/AjaxJs/RegisterUser.jsp?user=13929009607&passw=325809674&company=3&hy=%E5%85%BB%E6%AE%96&contact=3&zw=%E4%BC%81%E4%B8%9A%E6%89%80%E6%9C%89%E4%BA%BA&country=%E4%B8%AD%E5%9B%BD&province=%E6%B5%99%E6%B1%9F%E7%9C%81&city=%E6%9D%AD%E5%B7%9E%E5%B8%82&address=33 HTTP/1.1" 200 14
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:36:21 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:36:21 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:36:21 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14252
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:36:21 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:36:25 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=13929009608&datetime=1489203385207 HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:36:28 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=13929009607&datetime=1489203388133 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:36:40 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489203400785 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:36:42 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%B5%99%E6%B1%9F%E7%9C%81&datetime=1489203402601 HTTP/1.1" 200 102
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:36:46 +0800] "GET /tlweb/AjaxJs/RegisterUser.jsp?user=13929009607&passw=325809674&company=3&hy=%E5%85%BB%E6%AE%96&contact=3&zw=%E4%BC%81%E4%B8%9A%E6%89%80%E6%9C%89%E4%BA%BA&country=%E4%B8%AD%E5%9B%BD&province=%E6%B5%99%E6%B1%9F%E7%9C%81&city=%E6%9D%AD%E5%B7%9E%E5%B8%82&address=3 HTTP/1.1" 200 14
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:39:19 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:39:19 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14323
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:42:24 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:42:24 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:42:24 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14324
0:0:0:0:0:0:0:1 - - [11/Mar/2017:11:42:24 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:07:46 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:07:46 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14251
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:07:46 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:08:25 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:08:25 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:08:55 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:08:55 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14296
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:09:30 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:09:30 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14300
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:11:39 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:11:39 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14302
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:11:44 +0800] "GET /tlweb/AjaxJs/RegisterUser.jsp?user=1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:12:02 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:12:02 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14300
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:13:40 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:13:40 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14319
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:15:16 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:15:16 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:16:43 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:16:43 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14319
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:19:46 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:19:46 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:19:46 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14248
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:19:47 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:19:51 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=13929009607&datetime=1489205990984 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:20:01 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489206001548 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:20:03 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%B5%99%E6%B1%9F%E7%9C%81&datetime=1489206003084 HTTP/1.1" 200 102
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:20:05 +0800] "GET /tlweb/AjaxJs/RegisterUser.jsp?user=13929009607&passw=325809674&company=3&hy=%E7%BE%8E%E5%AE%B9&contact=3&zw=%E4%BC%81%E4%B8%9A%E6%89%80%E6%9C%89%E4%BA%BA&country=%E4%B8%AD%E5%9B%BD&province=%E6%B5%99%E6%B1%9F%E7%9C%81&city=%E6%9D%AD%E5%B7%9E%E5%B8%82&address=3 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:22:09 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:22:09 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:22:11 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:22:11 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:22:11 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:22:11 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:22:15 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=13929009607&datetime=1489206135455 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:22:34 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489206154029 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:22:35 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E9%BB%91%E9%BE%99%E6%B1%9F%E7%9C%81&datetime=1489206155053 HTTP/1.1" 200 125
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:22:47 +0800] "GET /tlweb/AjaxJs/RegisterUser.jsp?user=13929009607&passw=325809&company=%E5%A4%A9%E6%BE%9C&hy=%E7%BE%8E%E5%AE%B9&contact=%E8%93%9D%E5%85%88%E7%94%9F&zw=%E4%BC%81%E4%B8%9A%E6%89%80%E6%9C%89%E4%BA%BA&country=%E4%B8%AD%E5%9B%BD&province=%E9%BB%91%E9%BE%99%E6%B1%9F%E7%9C%81&city=%E5%93%88%E5%B0%94%E6%BB%A8%E5%B8%82&address=%E6%BD%AE%E8%BF%9E HTTP/1.1" 200 78
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:27:04 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:27:04 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:27:04 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14360
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:27:04 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:27:10 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=13929009607&datetime=1489206429940 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:27:24 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489206444492 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:27:26 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%B1%9F%E8%8B%8F%E7%9C%81&datetime=1489206446118 HTTP/1.1" 200 144
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:27:32 +0800] "GET /tlweb/AjaxJs/RegisterUser.jsp?user=13929009607&passw=325809&company=3&hy=%E7%BE%8E%E5%AE%B9&contact=%E8%93%9D%E5%85%88%E7%94%9F&zw=%E4%BC%81%E4%B8%9A%E6%89%80%E6%9C%89%E4%BA%BA&country=%E4%B8%AD%E5%9B%BD&province=%E6%B1%9F%E8%8B%8F%E7%9C%81&city=%E6%98%86%E5%B1%B1%E5%B8%82&address=3 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:28:13 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:28:13 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:28:13 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14382
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:28:14 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:28:18 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=13929009607&datetime=1489206498765 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:28:35 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489206515333 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:28:36 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%B5%99%E6%B1%9F%E7%9C%81&datetime=1489206516381 HTTP/1.1" 200 102
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:28:41 +0800] "GET /tlweb/AjaxJs/RegisterUser.jsp?user=13929009607&passw=325809&company=%E5%A4%A9%E6%BE%9C&hy=%E7%BE%8E%E5%AE%B9&contact=3&zw=%E4%BC%81%E4%B8%9A%E6%89%80%E6%9C%89%E4%BA%BA&country=%E4%B8%AD%E5%9B%BD&province=%E6%B5%99%E6%B1%9F%E7%9C%81&city=%E6%B9%96%E5%B7%9E%E5%B8%82&address=3 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:31:10 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:31:10 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:31:10 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14368
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:31:10 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:31:15 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=13929009607&datetime=1489206675846 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:31:35 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489206695541 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:31:36 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%B5%99%E6%B1%9F%E7%9C%81&datetime=1489206696957 HTTP/1.1" 200 102
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:31:43 +0800] "GET /tlweb/AjaxJs/RegisterUser.jsp?user=13929009607&passw=325809&company=%E5%A4%A9%E6%BE%9C&hy=%E7%BE%8E%E5%AE%B9&contact=1&zw=%E4%BC%81%E4%B8%9A%E6%89%80%E6%9C%89%E4%BA%BA&country=%E4%B8%AD%E5%9B%BD&province=%E6%B5%99%E6%B1%9F%E7%9C%81&city=%E6%9D%AD%E5%B7%9E%E5%B8%82&address=3 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:32:52 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:32:52 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:32:52 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14375
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:32:52 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:32:56 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=13929009607&datetime=1489206776547 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:33:07 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489206787309 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:33:08 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%B5%99%E6%B1%9F%E7%9C%81&datetime=1489206788325 HTTP/1.1" 200 102
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:33:12 +0800] "GET /tlweb/AjaxJs/RegisterUser.jsp?user=13929009607&passw=325809&company=3&hy=%E5%85%BB%E6%AE%96&contact=3&zw=%E4%BC%81%E4%B8%9A%E6%89%80%E6%9C%89%E4%BA%BA&country=%E4%B8%AD%E5%9B%BD&province=%E6%B5%99%E6%B1%9F%E7%9C%81&city=%E6%9D%AD%E5%B7%9E%E5%B8%82&address=3 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:34:50 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:34:50 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:34:50 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14386
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:34:51 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:34:55 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=13929009607&datetime=1489206894995 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:35:10 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E8%B6%8A%E5%8D%97&datetime=1489206910054 HTTP/1.1" 200 4
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:35:12 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489206912669 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:35:13 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%B5%99%E6%B1%9F%E7%9C%81&datetime=1489206913646 HTTP/1.1" 200 102
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:35:18 +0800] "GET /tlweb/AjaxJs/RegisterUser.jsp?user=13929009607&passw=325809&company=3&hy=%E7%BE%8E%E5%AE%B9&contact=3&zw=%E4%BC%81%E4%B8%9A%E6%89%80%E6%9C%89%E4%BA%BA&country=%E4%B8%AD%E5%9B%BD&province=%E6%B5%99%E6%B1%9F%E7%9C%81&city=%E6%9D%AD%E5%B7%9E%E5%B8%82&address=3 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:39:12 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:39:12 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:39:12 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14384
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:39:12 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:39:12 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:39:16 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=13929009607&datetime=1489207156547 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:39:26 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489207166902 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:39:27 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%B5%99%E6%B1%9F%E7%9C%81&datetime=1489207167742 HTTP/1.1" 200 102
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:39:31 +0800] "GET /tlweb/AjaxJs/RegisterUser.jsp?user=13929009607&passw=325809&company=%E5%A4%A9%E6%BE%9C&hy=%E7%BE%8E%E5%AE%B9&contact=3&zw=%E4%BC%81%E4%B8%9A%E6%89%80%E6%9C%89%E4%BA%BA&country=%E4%B8%AD%E5%9B%BD&province=%E6%B5%99%E6%B1%9F%E7%9C%81&city=%E6%9D%AD%E5%B7%9E%E5%B8%82&address=3 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:39:42 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:39:42 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:39:42 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:39:42 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:39:44 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:39:44 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
